id|input|aspect|context|sentiment
33538|диваны|Interior|Все было на высоте: интерьер ресторана интересный,причем в жизни выглядит еще лучше,чем на фото (много скульптур,интересные лампы,большие мягкие диваны), вежливые и быстрые официанты, спокойная музыка (после 20:00 живое выступление - было интересно послушать), и конечно же - очень вкусная еда!|positive
33538|официанты|Service|Все было на высоте: интерьер ресторана интересный,причем в жизни выглядит еще лучше,чем на фото (много скульптур,интересные лампы,большие мягкие диваны), вежливые и быстрые официанты, спокойная музыка (после 20:00 живое выступление - было интересно послушать), и конечно же - очень вкусная еда!|positive
33538|музыка|Interior|Все было на высоте: интерьер ресторана интересный,причем в жизни выглядит еще лучше,чем на фото (много скульптур,интересные лампы,большие мягкие диваны), вежливые и быстрые официанты, спокойная музыка (после 20:00 живое выступление - было интересно послушать), и конечно же - очень вкусная еда!|positive
33538|еда|Food|Все было на высоте: интерьер ресторана интересный,причем в жизни выглядит еще лучше,чем на фото (много скульптур,интересные лампы,большие мягкие диваны), вежливые и быстрые официанты, спокойная музыка (после 20:00 живое выступление - было интересно послушать), и конечно же - очень вкусная еда!|positive
33538|стейки|Food|Особенно хотелось бы отметить стейки (они выше всяких похвал) и десерт (мы пробовали Альмонд -готовится в самом ресторане,неописуемо вкусно)!|positive
33538|десерт|Food|Особенно хотелось бы отметить стейки (они выше всяких похвал) и десерт (мы пробовали Альмонд -готовится в самом ресторане,неописуемо вкусно)!|positive
33538|Альмонд|Food|Особенно хотелось бы отметить стейки (они выше всяких похвал) и десерт (мы пробовали Альмонд -готовится в самом ресторане,неописуемо вкусно)!|positive
33538|Империю|Whole|"Как итог, хотелось бы посоветовать ""Империю"" не только как ресторан для празднования свадеб,дней рождений (красивые большие залы,удобный танцпол,живая музыка вам обязательно понравятся),но и как место с уютной романтической обстановкой!"|positive
33538|ресторан|Whole|"Как итог, хотелось бы посоветовать ""Империю"" не только как ресторан для празднования свадеб,дней рождений (красивые большие залы,удобный танцпол,живая музыка вам обязательно понравятся),но и как место с уютной романтической обстановкой!"|positive
33538|залы|Interior|"Как итог, хотелось бы посоветовать ""Империю"" не только как ресторан для празднования свадеб,дней рождений (красивые большие залы,удобный танцпол,живая музыка вам обязательно понравятся),но и как место с уютной романтической обстановкой!"|positive
33538|танцпол|Interior|"Как итог, хотелось бы посоветовать ""Империю"" не только как ресторан для празднования свадеб,дней рождений (красивые большие залы,удобный танцпол,живая музыка вам обязательно понравятся),но и как место с уютной романтической обстановкой!"|positive
33538|живая музыка|Interior|"Как итог, хотелось бы посоветовать ""Империю"" не только как ресторан для празднования свадеб,дней рождений (красивые большие залы,удобный танцпол,живая музыка вам обязательно понравятся),но и как место с уютной романтической обстановкой!"|positive
33538|место|Whole|"Как итог, хотелось бы посоветовать ""Империю"" не только как ресторан для празднования свадеб,дней рождений (красивые большие залы,удобный танцпол,живая музыка вам обязательно понравятся),но и как место с уютной романтической обстановкой!"|positive
33538|обстановкой|Interior|"Как итог, хотелось бы посоветовать ""Империю"" не только как ресторан для празднования свадеб,дней рождений (красивые большие залы,удобный танцпол,живая музыка вам обязательно понравятся),но и как место с уютной романтической обстановкой!"|positive
33538|вечер|Whole|Мы провели отличный пятничный вечер!|positive
13252|обедать|Food|По роду своей деятельности часто бываю в Московском районе и несколько раз заходила обедать в этот ресторанчик.|neutral
13252|ресторанчик|Whole|По роду своей деятельности часто бываю в Московском районе и несколько раз заходила обедать в этот ресторанчик.|neutral
13252|скидка|Price|Днем там малолюдно и привлекает 20 процентная скидка на все блюда до 16 часов.|positive
13252|блюда|Food|Днем там малолюдно и привлекает 20 процентная скидка на все блюда до 16 часов.|neutral
13252|Гардероб|Interior|Гардероб действительно не работал, но нас это не напрягло, мест, куда можно положить одежду предостаточно.|both
13252|второй зал|Interior|Всегда выбираем второй зал, нам там кажется уютнее.|positive
13252|Интерьер|Interior|Интерьер в восточном стиле, приглушенное освещение, негромкая фоновая музыка, не мешающая беседе.|positive
13252|освещение|Interior|Интерьер в восточном стиле, приглушенное освещение, негромкая фоновая музыка, не мешающая беседе.|positive
13252|музыка|Interior|Интерьер в восточном стиле, приглушенное освещение, негромкая фоновая музыка, не мешающая беседе.|positive
13252|блюдах|Food|На могу сказать о всех блюдах, а ассортимент там достаточно большой, но то, что выбираем мы- мне нравится.|neutral
13252|ассортимент|Food|На могу сказать о всех блюдах, а ассортимент там достаточно большой, но то, что выбираем мы- мне нравится.|positive
13252|ресторан|Whole|Раз ресторан восточный, мы и выбираем блюда восточной кухни.|neutral
13252|блюда восточной кухни|Food|Раз ресторан восточный, мы и выбираем блюда восточной кухни.|positive
13252|шашлыки|Food|Все шашлыки, а мы заказывали их и из телятины и из говядины и из свинины, были превосходны.|positive
13252|телятины|Food|Все шашлыки, а мы заказывали их и из телятины и из говядины и из свинины, были превосходны.|positive
13252|говядины|Food|Все шашлыки, а мы заказывали их и из телятины и из говядины и из свинины, были превосходны.|positive
13252|свинины|Food|Все шашлыки, а мы заказывали их и из телятины и из говядины и из свинины, были превосходны.|positive
13252|блюдо садж|Food|Очень нравится блюдо садж - мясо, говядина, телятина на выбор, с грибами и овощами подается в большой металлической тарелке на углях.|positive
13252|мясо|Food|Очень нравится блюдо садж - мясо, говядина, телятина на выбор, с грибами и овощами подается в большой металлической тарелке на углях.|positive
13252|говядина|Food|Очень нравится блюдо садж - мясо, говядина, телятина на выбор, с грибами и овощами подается в большой металлической тарелке на углях.|positive
13252|телятина|Food|Очень нравится блюдо садж - мясо, говядина, телятина на выбор, с грибами и овощами подается в большой металлической тарелке на углях.|positive
13252|грибами|Food|Очень нравится блюдо садж - мясо, говядина, телятина на выбор, с грибами и овощами подается в большой металлической тарелке на углях.|positive
13252|овощами|Food|Очень нравится блюдо садж - мясо, говядина, телятина на выбор, с грибами и овощами подается в большой металлической тарелке на углях.|positive
13252|чай по восточному с инжирным вареньем|Food|Очень вкусный чай по восточному с инжирным вареньем, он правда, достаточно дорогой.|positive
13252|Обслуживания|Service|Обслуживания все те три раза, что мы там были, также было безупречным.|positive
13252|официанты|Service|Вежливые, доброжелательные официанты, всегда готовые, что-то подсказать и посоветовать.|positive
13252|подсказать|Service|Вежливые, доброжелательные официанты, всегда готовые, что-то подсказать и посоветовать.|positive
13252|посоветовать|Service|Вежливые, доброжелательные официанты, всегда готовые, что-то подсказать и посоветовать.|positive
13252|ресторан|Whole|По моей рекомендации этот ресторан посетили несколько пар моих друзей и также остались довольны.|positive
13252|соотношение цены и качества|Price|Очень хорошее соотношение цены и качества.|positive
1749|место|Whole|Хорошее место, где можно посидеть большой компанией и отлично отдохнуть.|positive
1749|официант|Service|Мы заняли столик, и через 5 минут официант принял у нас заказ.|positive
1749|Меню|Food|Меню очень большое, так что есть чем себя побаловать.|positive
1749|выбор десертов|Food|Большой выбор десертов!|positive
1749|тирамису|Food|Я взяла себе тирамису, просто обалденный!|positive
1749|торт|Food|Такой я пробовала только в Италии, на удивление торт оказался нежный и воздушный, просто пальчики оближешь!|positive
1749|вторые блюда|Food|А вот вторые блюда ждали мы минут 30 - это, конечно, не есть хорошо, но оно того стоило!|neutral
1749|ждали|Service|А вот вторые блюда ждали мы минут 30 - это, конечно, не есть хорошо, но оно того стоило!|negative
1749|стейк рибай|Food|Друг заказал стейк рибай, по его словам, он был просто изумительный, а вот подруга заказала себе свиную рульку, она была суховата.|positive
1749|свиную рульку|Food|Друг заказал стейк рибай, по его словам, он был просто изумительный, а вот подруга заказала себе свиную рульку, она была суховата.|negative
1749|цены|Price|Стоит отметить, что цены у них приемлемые, не сказать что очень дорого.|positive
1749|Обслуживание|Service|Обслуживание, конечно, оставляет желать лучшего, хотелось бы, чтобы официанты работали быстрей, но так как народу было много, мы старались входит в их положение.|negative
1749|официанты|Service|Обслуживание, конечно, оставляет желать лучшего, хотелось бы, чтобы официанты работали быстрей, но так как народу было много, мы старались входит в их положение.|positive
1749|паб|Whole|В общей сложности хороший паб, пропитанный футбольной тематикой.|positive
1749|место|Whole|На мой взгляд, отличное место для посиделок шумной компанией.|positive
17999|ресторан|Whole|Когда открылся этот ресторан прямо рядом с домом, я очень обрадовалась, т.к.|neutral
17999|Патио на Невском|Whole|Патио на Невском, да и Планета Суши всегда радовали.|positive
17999|Планета Суши|Whole|Патио на Невском, да и Планета Суши всегда радовали.|positive
17999|встретили|Service|Пришли.....встретили хорошо, посадили за уютный столик в уголке....Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????|positive
17999|посадили|Service|Пришли.....встретили хорошо, посадили за уютный столик в уголке....Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????|positive
17999|столик|Interior|Пришли.....встретили хорошо, посадили за уютный столик в уголке....Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????|positive
17999|Официант|Service|Пришли.....встретили хорошо, посадили за уютный столик в уголке....Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????|positive
17999|принёс меню|Service|Пришли.....встретили хорошо, посадили за уютный столик в уголке....Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????|positive
17999|заказ приняли|Service|Пришли.....встретили хорошо, посадили за уютный столик в уголке....Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????|positive
17999|принесли|Service|Пришли.....встретили хорошо, посадили за уютный столик в уголке....Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????|negative
17999|мартини со льдом|Food|Пришли.....встретили хорошо, посадили за уютный столик в уголке....Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????|negative
17999|официанты|Service|Пришли.....встретили хорошо, посадили за уютный столик в уголке....Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????|negative
17999|счёт|Service|На кухне стоял крик и странный треск...Когда принесли счёт В НЁМ НЕ БЫЛО НАПИСАНО О ВКЛЮЧЁННЫХ ЧАЕВЫХ, но сдачу нам так и не принесли (это тоже здесь видимо норма), а она была не маленькой, уж явно не 10 % от заказа(((Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....|negative
17999|сдачу|Price|На кухне стоял крик и странный треск...Когда принесли счёт В НЁМ НЕ БЫЛО НАПИСАНО О ВКЛЮЧЁННЫХ ЧАЕВЫХ, но сдачу нам так и не принесли (это тоже здесь видимо норма), а она была не маленькой, уж явно не 10 % от заказа(((Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....|negative
17999|ресторан|Whole|На кухне стоял крик и странный треск...Когда принесли счёт В НЁМ НЕ БЫЛО НАПИСАНО О ВКЛЮЧЁННЫХ ЧАЕВЫХ, но сдачу нам так и не принесли (это тоже здесь видимо норма), а она была не маленькой, уж явно не 10 % от заказа(((Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....|positive
17999|место|Whole|На кухне стоял крик и странный треск...Когда принесли счёт В НЁМ НЕ БЫЛО НАПИСАНО О ВКЛЮЧЁННЫХ ЧАЕВЫХ, но сдачу нам так и не принесли (это тоже здесь видимо норма), а она была не маленькой, уж явно не 10 % от заказа(((Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....|positive
17999|кухня|Food|На кухне стоял крик и странный треск...Когда принесли счёт В НЁМ НЕ БЫЛО НАПИСАНО О ВКЛЮЧЁННЫХ ЧАЕВЫХ, но сдачу нам так и не принесли (это тоже здесь видимо норма), а она была не маленькой, уж явно не 10 % от заказа(((Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....|positive
17999|обслуживание|Service|На кухне стоял крик и странный треск...Когда принесли счёт В НЁМ НЕ БЫЛО НАПИСАНО О ВКЛЮЧЁННЫХ ЧАЕВЫХ, но сдачу нам так и не принесли (это тоже здесь видимо норма), а она была не маленькой, уж явно не 10 % от заказа(((Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....|negative
19817|поужинать|Food|Вообще частенько туда заходим поужинать после работы с мужем.|positive
19817|атмосфера|Interior|Очень нравится спокойная атмосфера, тихая фоновая музыка не мешает беседе, всегда есть свободный столик.|positive
19817|музыка|Interior|Очень нравится спокойная атмосфера, тихая фоновая музыка не мешает беседе, всегда есть свободный столик.|positive
19817|столик|Interior|Очень нравится спокойная атмосфера, тихая фоновая музыка не мешает беседе, всегда есть свободный столик.|positive
19817|заведении|Whole|Мне гораздо спокойнее и уютнее есть в заведении, где не толпится народ, нет шума и беготни.|positive
19817|Кухня|Food|Кухня тоже очень нравится, если брать японскую кухню в Петербурге.|positive
19817|японскую кухню|Food|Кухня тоже очень нравится, если брать японскую кухню в Петербурге.|neutral
19817|ценам|Price|Очень приемлемо, по более чем приемлемым ценам.|positive
19817|Рыба|Food|Рыба опасения не вызывает.|positive
19817|ассортимента роллов|Food|Конечно, хотелось бы чуть больше ассортимента роллов, но те, что есть, очень нравятся.|both
19817|Супы|Food|Супы просто супер всегда!!|positive
19817|свежевыжатые соки|Food|И очень хороши свежевыжатые соки.|positive
19817|европейское меню|Food|Сейчас появилось небольшое европейское меню.|positive
19817|Драники с беконом|Food|"Драники с беконом очень вкусные и порция прямо настоящая ""мужская""."|positive
19817|порция|Food|"Драники с беконом очень вкусные и порция прямо настоящая ""мужская""."|positive
19817|обслуживанием|Service|С обслуживанием нам везет.|positive
19817|официантку|Service|Как-то раз попали на неопытную официантку, которой остались недовольны, но больше ее не видели.|negative
19817|ждать|Service|В первый раз нам пришлось ждать полчаса, за что получили скидочную карту.|negative
19817|скидочную карту|Price|В первый раз нам пришлось ждать полчаса, за что получили скидочную карту.|positive
19817|Скидки|Price|Скидки предоставляют всегда, даже если карты нет с собой (находят по фамилии).|positive
19817|обслуживанием|Service|В общем обслуживанием довольны, ненавязчиво, но внимательно.|positive
19817|место|Whole|Это единственное место в Петербурге, где я спокойно ем суши и роллы, не смотря на беременность.|positive
19817|суши|Food|Это единственное место в Петербурге, где я спокойно ем суши и роллы, не смотря на беременность.|positive
19817|роллы|Food|Это единственное место в Петербурге, где я спокойно ем суши и роллы, не смотря на беременность.|positive
19817|местах|Whole|В остальных местах опасаюсь))))|negative
36948|ресторане|Whole|Была в этом ресторане уже четыре раза с декабря прошлого года.|neutral
36948|вино|Food|Прекрасное вино, вкусная еда с красивой подачей, спокойная атмосфера и замечательное обслуживание.|positive
36948|еда|Food|Прекрасное вино, вкусная еда с красивой подачей, спокойная атмосфера и замечательное обслуживание.|positive
36948|подачей|Food|Прекрасное вино, вкусная еда с красивой подачей, спокойная атмосфера и замечательное обслуживание.|positive
36948|атмосфера|Interior|Прекрасное вино, вкусная еда с красивой подачей, спокойная атмосфера и замечательное обслуживание.|positive
36948|обслуживание|Service|Прекрасное вино, вкусная еда с красивой подачей, спокойная атмосфера и замечательное обслуживание.|positive
36948|кухню|Food|Что касается оценок (от 1 - 10): - 7 ставлю за кухню потому, что хотелось бы больше разнообразия в меню по основным блюдам.|both
36948|меню|Food|Что касается оценок (от 1 - 10): - 7 ставлю за кухню потому, что хотелось бы больше разнообразия в меню по основным блюдам.|positive
36948|блюдам|Food|Что касается оценок (от 1 - 10): - 7 ставлю за кухню потому, что хотелось бы больше разнообразия в меню по основным блюдам.|positive
36948|интерьер|Interior|- 5 за интерьер - не очень уютно на этих стульях, сумочку никуда не поставить, оптимальные места у окна (относительно комфортно) - 10 за сервис - всегда внимательный и в то же время незаметный персонал, что и должно соответствовать ресторанному обслуживанию.|both
36948|стульях|Interior|- 5 за интерьер - не очень уютно на этих стульях, сумочку никуда не поставить, оптимальные места у окна (относительно комфортно) - 10 за сервис - всегда внимательный и в то же время незаметный персонал, что и должно соответствовать ресторанному обслуживанию.|negative
36948|места у окна|Interior|- 5 за интерьер - не очень уютно на этих стульях, сумочку никуда не поставить, оптимальные места у окна (относительно комфортно) - 10 за сервис - всегда внимательный и в то же время незаметный персонал, что и должно соответствовать ресторанному обслуживанию.|positive
36948|сервис|Service|- 5 за интерьер - не очень уютно на этих стульях, сумочку никуда не поставить, оптимальные места у окна (относительно комфортно) - 10 за сервис - всегда внимательный и в то же время незаметный персонал, что и должно соответствовать ресторанному обслуживанию.|positive
36948|персонал|Service|- 5 за интерьер - не очень уютно на этих стульях, сумочку никуда не поставить, оптимальные места у окна (относительно комфортно) - 10 за сервис - всегда внимательный и в то же время незаметный персонал, что и должно соответствовать ресторанному обслуживанию.|positive
36948|обслуживанию|Service|- 5 за интерьер - не очень уютно на этих стульях, сумочку никуда не поставить, оптимальные места у окна (относительно комфортно) - 10 за сервис - всегда внимательный и в то же время незаметный персонал, что и должно соответствовать ресторанному обслуживанию.|positive
34402|место|Whole|У Уже давно знаю это место, почти 2 года - всегда ходил сюда по праздникам, если оказывался рядом с ЦПКиО.|positive
34402|ресторанчик|Whole|За последнее время здесь многое успело измениться - раньше это был просто спокойный ресторанчик хорошей французской кухни , сейчас они стали активнее.|positive
34402|французской кухни|Food|За последнее время здесь многое успело измениться - раньше это был просто спокойный ресторанчик хорошей французской кухни , сейчас они стали активнее.|positive
34402|атмосфера|Interior|Для нас конечно дороговато, но мне всегда нравилось атмосфера этого места и вкусная кухня.|positive
34402|места|Whole|Для нас конечно дороговато, но мне всегда нравилось атмосфера этого места и вкусная кухня.|positive
34402|кухня|Food|Для нас конечно дороговато, но мне всегда нравилось атмосфера этого места и вкусная кухня.|positive
34402|меню|Food|Здесь для детей есть свое меню, комната и возможность устроить хорошую веселую программу.|positive
34402|комната|Interior|Здесь для детей есть свое меню, комната и возможность устроить хорошую веселую программу.|positive
34402|программу|Interior|Здесь для детей есть свое меню, комната и возможность устроить хорошую веселую программу.|positive
34402|Аниматоры|Service|Аниматоры были отличными и устроили детям настоящий праздник.|positive
34402|выбор вина|Food|Еще из моих личных преимуществ - прекрасный выбор вина.|positive
34402|Ценник|Price|Ценник повыше среднего.|negative
3236|меню|Food|Как и 3 года назад, в меню ничего нового, одни пиццы и пасты.|negative
3236|пиццы|Food|Как и 3 года назад, в меню ничего нового, одни пиццы и пасты.|negative
3236|пасты|Food|Как и 3 года назад, в меню ничего нового, одни пиццы и пасты.|negative
3236|меню|Food|На мой взгляд, в меню нужно добавлять новые блюда хотя бы раз в год, чтобы людям было интересно попробовать что-то новое.|negative
3236|блюда|Food|На мой взгляд, в меню нужно добавлять новые блюда хотя бы раз в год, чтобы людям было интересно попробовать что-то новое.|positive
3236|пиццами|Food|Закусывать одними пиццами, пастами и совершенно одинаковыми салатами (их штук 8 и они все из овощей с моцареллой) - лично мне было стыдно перед подругами, что я привела их в этот ресторан, потому что действительно выбор блюд невелик.|negative
3236|пастами|Food|Закусывать одними пиццами, пастами и совершенно одинаковыми салатами (их штук 8 и они все из овощей с моцареллой) - лично мне было стыдно перед подругами, что я привела их в этот ресторан, потому что действительно выбор блюд невелик.|negative
3236|салатами|Food|Закусывать одними пиццами, пастами и совершенно одинаковыми салатами (их штук 8 и они все из овощей с моцареллой) - лично мне было стыдно перед подругами, что я привела их в этот ресторан, потому что действительно выбор блюд невелик.|negative
3236|овощей с моцареллой|Food|Закусывать одними пиццами, пастами и совершенно одинаковыми салатами (их штук 8 и они все из овощей с моцареллой) - лично мне было стыдно перед подругами, что я привела их в этот ресторан, потому что действительно выбор блюд невелик.|negative
3236|ресторан|Whole|Закусывать одними пиццами, пастами и совершенно одинаковыми салатами (их штук 8 и они все из овощей с моцареллой) - лично мне было стыдно перед подругами, что я привела их в этот ресторан, потому что действительно выбор блюд невелик.|negative
3236|выбор блюд|Food|Закусывать одними пиццами, пастами и совершенно одинаковыми салатами (их штук 8 и они все из овощей с моцареллой) - лично мне было стыдно перед подругами, что я привела их в этот ресторан, потому что действительно выбор блюд невелик.|negative
3236|заведение|Whole|Если рассматривать это заведение с точки зрения заехать поесть - хорошее место, настоящая итальянская кухня и не дорого.|positive
3236|поесть|Food|Если рассматривать это заведение с точки зрения заехать поесть - хорошее место, настоящая итальянская кухня и не дорого.|positive
3236|место|Whole|Если рассматривать это заведение с точки зрения заехать поесть - хорошее место, настоящая итальянская кухня и не дорого.|positive
3236|итальянская кухня|Food|Если рассматривать это заведение с точки зрения заехать поесть - хорошее место, настоящая итальянская кухня и не дорого.|positive
3236|заведение|Whole|В общем, заведение очень приятное и хозяин талантлив, сделал и кафе и ресторан вместе, и с самого открытия сюда валят толпы народу.|positive
3236|хозяин|Whole|В общем, заведение очень приятное и хозяин талантлив, сделал и кафе и ресторан вместе, и с самого открытия сюда валят толпы народу.|positive
